Subject,Start Date,Start Time,End Date,End Time,All Day Event,Location
ENGL312018,04/13/2016,6:30 PM,04/13/2016,7:45 PM,False,MEM049
ENGL312018,04/18/2016,6:30 PM,04/18/2016,7:45 PM,False,MEM049
ENGL312018,04/20/2016,6:30 PM,04/20/2016,7:45 PM,False,MEM049
ENGL312018,04/25/2016,6:30 PM,04/25/2016,7:45 PM,False,MEM049
ENGL312018,04/27/2016,6:30 PM,04/27/2016,7:45 PM,False,MEM049
ENGL312018,05/02/2016,6:30 PM,05/02/2016,7:45 PM,False,MEM049
ENGL312018,05/04/2016,6:30 PM,05/04/2016,7:45 PM,False,MEM049
ENGL312018,05/09/2016,6:30 PM,05/09/2016,7:45 PM,False,MEM049
ENGL312018,05/11/2016,6:30 PM,05/11/2016,7:45 PM,False,MEM049
ENGL312018,05/16/2016,6:30 PM,05/16/2016,7:45 PM,False,MEM049
Spring Break,03/28/2016,12:00 AM,03/28/2016,11:59 PM,True, 
Spring Break,03/29/2016,12:00 AM,03/29/2016,11:59 PM,True, 
Spring Break,03/30/2016,12:00 AM,03/30/2016,11:59 PM,True, 
Spring Break,03/31/2016,12:00 AM,03/31/2016,11:59 PM,True, 
Spring Break,04/01/2016,12:00 AM,04/01/2016,11:59 PM,True, 
